ID,predicted_class
1040.jpg,lampropeltis-triangulum
1041.jpg,formicidae
1042.jpg,heloderma-suspectum
1043.jpg,lepus-americanus
1044.jpg,greek_salad
1045.jpg,ferry
1046.jpg,smilodon-populator
1047.jpg,octopus
1048.jpg,giraffa-camelopardalis
1049.jpg,stegosaurus-stenops
1050.jpg,lampropeltis-triangulum
1051.jpg,bass
1052.jpg,macarons
1053.jpg,loxodonta-africana
1054.jpg,carcharodon-carcharias
1055.jpg,crab_cakes
1056.jpg,giraffa-camelopardalis
1057.jpg,crab
1058.jpg,ceratitis-capitata
1059.jpg,caesar_salad
1060.jpg,okapi
1061.jpg,hummus
1062.jpg,megaptera-novaeangliae
1063.jpg,ailurus-fulgens
1064.jpg,garfield
1065.jpg,waffles
1066.jpg,menorah
1067.jpg,joshua_tree
1068.jpg,Faces
1069.jpg,panthera-onca
1070.jpg,centrochelys-sulcata
1071.jpg,panthera-leo
1072.jpg,beet_salad
1073.jpg,pavo-cristatus
1074.jpg,panthera-onca
1075.jpg,macarons
1076.jpg,crab
1077.jpg,club_sandwich
1078.jpg,pterois-volitans
1079.jpg,gramophone
1080.jpg,headphone
1081.jpg,flamenco
1082.jpg,airplanes
1083.jpg,pterois-volitans
1084.jpg,pulled_pork_sandwich
1085.jpg,nachos
1086.jpg,onion_rings
1087.jpg,beef_carpaccio
1088.jpg,ramen
1089.jpg,samosa
1090.jpg,enhydra-lutris
1091.jpg,chrysemys-picta
1092.jpg,Motorbikes
1093.jpg,hawksbill
1094.jpg,agalychnis-callidryas
1095.jpg,dugong-dugon
1096.jpg,lotus
1097.jpg,stop_sign
1098.jpg,crotophaga-sulcirostris
1099.jpg,octopus
1100.jpg,euphonium
1101.jpg,iguana-iguana
1102.jpg,physeter-macrocephalus
1103.jpg,steak
1104.jpg,lamp
1105.jpg,hamburger
1106.jpg,mammuthus-primigeniu
1107.jpg,ovis-canadensis
1108.jpg,mandolin
1109.jpg,circus-hudsonius
1110.jpg,hawksbill
1111.jpg,flamenco
1112.jpg,tursiops-truncatus
1113.jpg,Motorbikes
1114.jpg,bruschetta
1115.jpg,odobenus-rosmarus
1116.jpg,huevos_rancheros
1117.jpg,watch
1118.jpg,diplodocus
1119.jpg,panthera-leo
1120.jpg,dendrobatidae
1121.jpg,ice_cream
1122.jpg,omelette
1123.jpg,beef_carpaccio
1124.jpg,lampropeltis-triangulum
1125.jpg,pad_thai
1126.jpg,scissors
1127.jpg,nachos
1128.jpg,equus-caballus
1129.jpg,tuna_tartare
1130.jpg,physeter-macrocephalus
1131.jpg,bonsai
1132.jpg,Motorbikes
1133.jpg,ornithorhynchus-anatinus
1134.jpg,beignets
1135.jpg,pulled_pork_sandwich
1136.jpg,canis-lupus
1137.jpg,danaus-plexippus
1138.jpg,scissors
1139.jpg,rusa-unicolor
1140.jpg,trilobita
1141.jpg,bonsai
1142.jpg,nachos
1143.jpg,cannon
1144.jpg,acinonyx-jubatus
1145.jpg,orcinus-orca
1146.jpg,vulpes-vulpes
1147.jpg,bruschetta
1148.jpg,crab
1149.jpg,icterus-gularis
1150.jpg,phoebetria-fusca
1151.jpg,club_sandwich
1152.jpg,smilodon-populator
1153.jpg,watch
1154.jpg,hawksbill
1155.jpg,tapirus
1156.jpg,fried_calamari
1157.jpg,spaghetti_carbonara
1158.jpg,crab_cakes
1159.jpg,huevos_rancheros
1160.jpg,lemur-catta
1161.jpg,connochaetes-gnou
1162.jpg,ovis-aries
1163.jpg,lobster_roll_sandwich
1164.jpg,pad_thai
1165.jpg,menorah
1166.jpg,huevos_rancheros
1167.jpg,bison-bison
1168.jpg,strawberry_shortcake
1169.jpg,enhydra-lutris
1170.jpg,spaghetti_bolognese
1171.jpg,scissors
1172.jpg,huevos_rancheros
1173.jpg,french_fries
1174.jpg,starfish
1175.jpg,revolver
1176.jpg,ceratotherium-simum
1177.jpg,binocular
1178.jpg,crotalus-atrox
1179.jpg,varanus-komodoensis
1180.jpg,club_sandwich
1181.jpg,watch
1182.jpg,pyramid
1183.jpg,Faces
1184.jpg,pantherophis-guttatus
1185.jpg,trilobite
1186.jpg,physeter-macrocephalus
1187.jpg,bruschetta
1188.jpg,lobster
1189.jpg,clam_chowder
1190.jpg,varanus-komodoensis
1191.jpg,mergus-serrator
1192.jpg,trilobite
1193.jpg,crocodylus-niloticus
1194.jpg,coelacanthiformes
1195.jpg,water_lilly
1196.jpg,centrochelys-sulcata
1197.jpg,binocular
1198.jpg,dragonfly
1199.jpg,gorilla-gorilla
1200.jpg,felis-catus
1201.jpg,umbrella
1202.jpg,falco-peregrinus
1203.jpg,okapi
1204.jpg,eggs_benedict
1205.jpg,struthio-camelus
1206.jpg,caprese_salad
1207.jpg,huevos_rancheros
1208.jpg,pantherophis-guttatus
1209.jpg,ornithorhynchus-anatinus
1210.jpg,cheesecake
1211.jpg,fried_rice
1212.jpg,dollar_bill
1213.jpg,pulled_pork_sandwich
1214.jpg,ceratotherium-simum
1215.jpg,gallus-gallus-domesticus
1216.jpg,nautilus
1217.jpg,cardinalis-cardinalis
1218.jpg,fried_calamari
1219.jpg,buddha
1220.jpg,mergus-serrator
1221.jpg,pulled_pork_sandwich
1222.jpg,cheesecake
1223.jpg,sushi
1224.jpg,crotalus-atrox
1225.jpg,beaver
1226.jpg,gyoza
1227.jpg,octopus
1228.jpg,macaroni_and_cheese
1229.jpg,carrot_cake
1230.jpg,turdus-migratorius
1231.jpg,trilobita
1232.jpg,gallus-gallus-domesticus
1233.jpg,cocodrilo
1234.jpg,mandolin
1235.jpg,canis-lupus-familiaris
1236.jpg,Elefante
1237.jpg,bonsai
1238.jpg,barrel
1239.jpg,helicopter
1240.jpg,desmodus-rotundus
1241.jpg,orcinus-orca
1242.jpg,stapler
1243.jpg,tacos
1244.jpg,phyllobates-terribilis
1245.jpg,chocolate_cake
1246.jpg,gyoza
1247.jpg,tiramisu
1248.jpg,dollar_bill
1249.jpg,grand_piano
1250.jpg,ceratotherium-simum
1251.jpg,fried_rice
1252.jpg,geococcyx-californianus
1253.jpg,giraffa-camelopardalis
1254.jpg,starfish
1255.jpg,vultur-gryphus
1256.jpg,pork_chop
1257.jpg,taurotragus-oryx
1258.jpg,grand_piano
1259.jpg,ceiling_fan
1260.jpg,pantherophis-guttatus
1261.jpg,ferry
1262.jpg,hapalochlaena-maculosa
1263.jpg,crab_cakes
1264.jpg,pterois-volitans
1265.jpg,schooner
1266.jpg,chicken_curry
1267.jpg,sphyrna-mokarran
1268.jpg,ewer
1269.jpg,scorpion
1270.jpg,cardinalis-cardinalis
1271.jpg,taurotragus-oryx
1272.jpg,deviled_eggs
1273.jpg,architeuthis-dux
1274.jpg,passerina-ciris
1275.jpg,gyoza
1276.jpg,stop_sign
1277.jpg,chocolate_mousse
1278.jpg,mayfly
1279.jpg,mimus-polyglottos
1280.jpg,phascolarctos-cinereus
1281.jpg,edamame
1282.jpg,cocodrilo
1283.jpg,laptop
1284.jpg,melanerpes-carolinus
1285.jpg,eggs_benedict
1286.jpg,inia-geoffrensis
1287.jpg,ursus-maritimus
1288.jpg,pulled_pork_sandwich
1289.jpg,spring_rolls
1290.jpg,gorilla-gorilla
1291.jpg,garfield
1292.jpg,ovis-aries
1293.jpg,beef_tartare
1294.jpg,hapalochlaena-maculosa
1295.jpg,branta-canadensis
1296.jpg,lepus-americanus
1297.jpg,crotophaga-sulcirostris
1298.jpg,ceratotherium-simum
1299.jpg,pulled_pork_sandwich
1300.jpg,physalia-physalis
1301.jpg,okapi
1302.jpg,gerenuk
1303.jpg,butterfly
1304.jpg,bruschetta
1305.jpg,phoenicopterus-ruber
1306.jpg,ailuropoda-melanoleuca
1307.jpg,danaus-plexippus
1308.jpg,ceviche
1309.jpg,lobster
1310.jpg,nachos
1311.jpg,chocolate_cake
1312.jpg,cocodrilo
1313.jpg,chicken_curry
1314.jpg,salmo-salar
1315.jpg,beef_carpaccio
1316.jpg,gramophone
1317.jpg,rooster
1318.jpg,equus-quagga
1319.jpg,ankylosaurus-magniventris
1320.jpg,Leopards
1321.jpg,schooner
1322.jpg,phoebetria-fusca
1323.jpg,bradypus-variegatus
1324.jpg,carcharodon-carcharias
1325.jpg,carrot_cake
1326.jpg,rooster
1327.jpg,canis-lupus-familiaris
1328.jpg,pantherophis-guttatus
1329.jpg,poecile-atricapillus
1330.jpg,menorah
1331.jpg,bruschetta
1332.jpg,hot_and_sour_soup
1333.jpg,cannoli
1334.jpg,danaus-plexippus
1335.jpg,carrot_cake
1336.jpg,gyoza
1337.jpg,yin_yang
1338.jpg,lobster
1339.jpg,ceratitis-capitata
1340.jpg,panthera-leo
1341.jpg,danaus-plexippus
1342.jpg,rhino
1343.jpg,bruschetta
1344.jpg,pantherophis-guttatus
1345.jpg,heloderma-suspectum
1346.jpg,rattus-rattus
1347.jpg,tacos
1348.jpg,passerina-ciris
1349.jpg,pavo-cristatus
1350.jpg,pterois-mombasae
1351.jpg,sushi
1352.jpg,agalychnis-callidryas
1353.jpg,joshua_tree
1354.jpg,enhydra-lutris
1355.jpg,water_lilly
1356.jpg,ara-macao
1357.jpg,miso_soup
1358.jpg,grilled_salmon
1359.jpg,kangaroo
1360.jpg,cardinalis-cardinalis
1361.jpg,Leopards
1362.jpg,apple_pie
1363.jpg,clam_chowder
1364.jpg,cocodrilo
1365.jpg,ursus-arctos-horribilis
1366.jpg,bos-taurus
1367.jpg,macropus-giganteus
1368.jpg,accordion
1369.jpg,gramophone
1370.jpg,rooster
1371.jpg,loxodonta-africana
1372.jpg,stop_sign
1373.jpg,eggs_benedict
1374.jpg,vulpes-vulpes
1375.jpg,hawksbill
1376.jpg,Leopards
1377.jpg,diplodocus
1378.jpg,spaghetti_bolognese
1379.jpg,helicopter
1380.jpg,enhydra-lutris
1381.jpg,pongo-abelii
1382.jpg,dragonfly
1383.jpg,martes-americana
1384.jpg,icterus-galbula
1385.jpg,octopus
1386.jpg,accordion
1387.jpg,chocolate_mousse
1388.jpg,diplodocus
1389.jpg,euphonium
1390.jpg,peking_duck
1391.jpg,tyrannosaurus-rex
1392.jpg,garfield
1393.jpg,cocodrilo
1394.jpg,lepus-americanus
1395.jpg,water_lilly
1396.jpg,inline_skate
1397.jpg,trilobite
1398.jpg,paella
1399.jpg,melanerpes-carolinus
1400.jpg,pyramid
1401.jpg,felis-catus
1402.jpg,cathartes-aura
1403.jpg,phoebetria-fusca
1404.jpg,spinosaurus-aegyptiacus
1405.jpg,inia-geoffrensis
1406.jpg,martes-americana
1407.jpg,phoebetria-fusca
1408.jpg,grilled_salmon
1409.jpg,rattus-rattus
1410.jpg,pulled_pork_sandwich
1411.jpg,mayfly
1412.jpg,ramen
